1	China	      795,400,000
2	India	      498,400,000
3	European Union	      229,000,000
4	United States	      154,900,000
5	Indonesia	      119,500,000
6	Brazil	      107,100,000
7	Bangladesh	       77,000,000
8	Russia	       75,240,000
9	Japan	       65,270,000
10	Pakistan	       60,360,000
11	Nigeria	       53,830,000
12	Mexico	       50,010,000
13	Vietnam	       49,180,000
14	Germany	       44,010,000
15	Philippines	       40,730,000
16	Thailand	       39,770,000
17	Ethiopia	       37,900,000
18	Congo, Democratic Republic of the	       35,920,000
19	Burma	       33,410,000
20	United Kingdom	       31,900,000
21	France	       29,620,000
22	Egypt	       27,240,000
23	Turkey	       27,110,000
24	Iran	       27,050,000
25	Italy	       25,280,000
26	Korea, South	       25,180,000
27	Tanzania	       24,770,000
28	Spain	       23,140,000
29	Colombia	       23,080,000
30	Ukraine	       22,190,000
31	Kenya	       18,890,000
32	Canada	       18,850,000
33	Nepal	       18,000,000
34	Poland	       17,920,000
35	South Africa	       17,890,000
36	Argentina	       17,070,000
37	Uganda	       16,550,000
38	Uzbekistan	       16,350,000
39	Peru	       15,900,000
40	Afghanistan	       15,000,000
41	Venezuela	       13,700,000
42	Malaysia	       12,840,000
43	Australia	       12,270,000
44	Korea, North	       12,200,000
45	Sudan	       11,920,000
46	Morocco	       11,780,000
47	Ghana	       11,670,000
48	Taiwan	       11,300,000
49	Algeria	       11,260,000
50	Mozambique	       10,100,000
51	Madagascar	        9,504,000
52	Romania	        9,252,000
53	Kazakhstan	        8,973,000
54	Cote d'Ivoire	        8,970,000
55	Iraq	        8,900,000
56	Cambodia	        8,800,000
57	Angola	        8,468,000
58	Cameroon	        8,264,000
59	Chile	        8,231,000
60	Sri Lanka	        8,194,000
61	Saudi Arabia	        8,012,000
62	Netherlands	        7,746,000
63	Yemen	        7,158,000
64	Burkina Faso	        6,668,000
65	Azerbaijan	        6,206,000
66	Senegal	        5,852,000
67	Zambia	        5,839,000
68	Malawi	        5,747,000
69	Guatemala	        5,571,000
70	Czech Republic	        5,545,000
71	Syria	        5,540,000
72	Portugal	        5,480,000
73	Cuba	        5,180,000
74	Belgium	        5,055,000
75	Sweden	        5,032,000
76	Belarus	        5,000,000
77	Greece	        4,951,000
78	Switzerland	        4,910,000
79	Haiti	        4,810,000
80	Dominican Republic	        4,806,000
81	Guinea	        4,778,000
82	Ecuador	        4,769,000
83	Bolivia	        4,718,000
84	Niger	        4,688,000
85	Rwanda	        4,446,000
86	United Arab Emirates	        4,337,000
87	Chad	        4,293,000
88	Burundi	        4,245,000
89	Hungary	        4,178,000
90	Tunisia	        4,014,000
91	Papua New Guinea	        3,986,000
92	Zimbabwe	        3,909,000
93	Hong Kong	        3,705,000
94	Laos	        3,690,000
95	Benin	        3,662,000
96	Austria	        3,655,000
97	Somalia	        3,447,000
98	Honduras	        3,440,000
99	Singapore	        3,303,000
100	Israel	        3,269,000
101	Mali	        3,241,000
102	Serbia	        3,170,000
103	Paraguay	        3,137,000
104	Nicaragua	        2,961,000
105	Denmark	        2,848,000
106	Slovakia	        2,724,000
107	Finland	        2,679,000
108	Norway	        2,645,000
109	Bosnia and Herzegovina	        2,600,000
110	Togo	        2,595,000
111	El Salvador	        2,593,000
112	Bulgaria	        2,451,000
113	New Zealand	        2,402,000
114	Kyrgyzstan	        2,344,000
115	Kuwait	        2,304,000
116	Turkmenistan	        2,300,000
117	Sierra Leone	        2,207,000
118	Costa Rica	        2,196,000
119	Ireland	        2,104,000
120	Tajikistan	        2,100,000
121	Georgia	        1,945,000
